"speciesType","median","n","z"
"Invader",0.3703655,224,1.9
"Mutant",0.310021,1635,1.9
"Invader",0.32743,61,2
"Mutant",0.306523,495,2
"Invader",0.366652,79,2.1
"Mutant",0.305491,653,2.1
"Invader",0.355466,129,2.2
"Mutant",0.3055995,984,2.2
"Invader",0.3811645,164,2.3
"Mutant",0.316124,2093,2.3
"Invader",0.359906,149,2.4
"Mutant",0.3165175,1886,2.4
"Invader",0.3855795,150,2.5
"Mutant",0.3110605,1602,2.5
"Invader",0.38972,242,2.6
"Mutant",0.315174,3178,2.6
"Invader",0.381409,123,2.7
"Mutant",0.311558,1772,2.7
"Invader",0.389429,181,2.8
"Mutant",0.317574,3399,2.8
"Invader",0.3855895,166,2.9
"Mutant",0.312838,2611,2.9
"Invader",0.408665,85,3
"Mutant",0.312057,1733,3
"Invader",0.360286,55,3.1
"Mutant",0.3158865,1214,3.1
"Invader",0.396263,107,3.2
"Mutant",0.312061,2278,3.2
"Invader",0.396657,134,3.3
"Mutant",0.315117,2661,3.3
"Invader",0.382635,102,3.4
"Mutant",0.311709,1923,3.4
"Invader",0.390883,117,3.5
"Mutant",0.319454,3320,3.5
"Invader",0.4069675,118,3.6
"Mutant",0.318193,2987,3.6
"Invader",0.369937,16,3.7
"Mutant",0.309945,606,3.7
"Invader",0.394513,85,3.8
"Mutant",0.318042,3490,3.8
"Invader",0.398606,103,3.9
"Mutant",0.3126555,2820,3.9
"Invader",0.3596075,36,4
"Mutant",0.306126,808,4
"Invader",0.427073,108,4.1
"Mutant",0.3220615,4502,4.1
"Invader",0.3433385,20,4.2
"Mutant",0.306601,627,4.2
"Invader",0.394433,71,4.3
"Mutant",0.312487,2643,4.3
"Invader",0.369008,51,4.4
"Mutant",0.3144145,2188,4.4
"Invader",0.431919,89,4.5
"Mutant",0.323409,4312,4.5
"Invader",0.470585,71,4.6
"Mutant",0.321022,5153,4.6
"Invader",0.416499,107,4.7
"Mutant",0.3208765,5278,4.7
"Invader",0.426399,106,4.8
"Mutant",0.317551,3833,4.8
"Invader",0.372261,52,4.9
"Mutant",0.3133645,2612,4.9
"Invader",0.3963045,70,5
"Mutant",0.3162895,3126,5
"Invader",0.307565,1033,0.1
"Mutant",0.30883,380,0.1
"Invader",0.3143465,654,0.2
"Mutant",0.305013,379,0.2
"Invader",0.313016,224,0.3
"Mutant",0.305107,221,0.3
"Invader",0.32445,482,0.4
"Mutant",0.306554,557,0.4
"Invader",0.318872,365,0.5
"Mutant",0.303713,389,0.5
"Invader",0.3258855,228,0.6
"Mutant",0.3052305,308,0.6
"Invader",0.321905,292,0.7
"Mutant",0.304516,545,0.7
"Invader",0.333051,327,0.8
"Mutant",0.303916,698,0.8
"Invader",0.31954,127,0.9
"Mutant",0.304719,333,0.9
"Invader",0.3307015,216,1
"Mutant",0.3072395,512,1
"Invader",0.3482055,324,1.1
"Mutant",0.309005,1169,1.1
"Invader",0.325572,121,1.2
"Mutant",0.3049265,460,1.2
"Invader",0.3598935,426,1.3
"Mutant",0.308872,2133,1.3
"Invader",0.3430725,238,1.4
"Mutant",0.308198,963,1.4
"Invader",0.349241,156,1.5
"Mutant",0.306883,701,1.5
"Invader",0.34568,171,1.6
"Mutant",0.307994,961,1.6
"Invader",0.365071,236,1.7
"Mutant",0.3089815,1422,1.7
"Invader",0.330189,79,1.8
"Mutant",0.305103,503,1.8
"Invader",0.363021,217,1.9
"Mutant",0.310916,1885,1.9
"Invader",0.340808,98,2
"Mutant",0.306517,759,2
"Invader",0.354081,141,2.1
"Mutant",0.307035,853,2.1
"Invader",0.359562,155,2.2
"Mutant",0.312865,1701,2.2
"Invader",0.359288,117,2.3
"Mutant",0.312669,1330,2.3
"Invader",0.3932615,316,2.4
"Mutant",0.3144255,3896,2.4
"Invader",0.381431,185,2.5
"Mutant",0.3076195,1632,2.5
"Invader",0.375913,142,2.6
"Mutant",0.311361,1738,2.6
"Invader",0.4025285,200,2.7
"Mutant",0.318301,3807,2.7
"Invader",0.3724415,100,2.8
"Mutant",0.3105465,1566,2.8
"Invader",0.391162,113,2.9
"Mutant",0.314887,2144,2.9
"Invader",0.3818245,114,3
"Mutant",0.3129915,1766,3
"Invader",0.3793755,122,3.1
"Mutant",0.314792,2275,3.1
"Invader",0.4007065,188,3.2
"Mutant",0.318273,4549,3.2
"Invader",0.370446,69,3.3
"Mutant",0.314027,1584,3.3
"Invader",0.396092,87,3.4
"Mutant",0.312005,1763,3.4
"Invader",0.41982,165,3.5
"Mutant",0.3189915,4376,3.5
"Invader",0.388005,63,3.6
"Mutant",0.318209,2110,3.6
"Invader",0.366007,42,3.7
"Mutant",0.313939,795,3.7
"Invader",0.378845,45,3.8
"Mutant",0.31483,1364,3.8
"Invader",0.3521595,12,3.9
"Mutant",0.3114225,614,3.9
"Invader",0.412255,131,4
"Mutant",0.322876,5531,4
"Invader",0.377768,65,4.1
"Mutant",0.31304,1993,4.1
"Invader",0.4304,142,4.2
"Mutant",0.3178295,5060,4.2
"Invader",0.411986,20,4.3
"Mutant",0.322798,1759,4.3
"Invader",0.366496,48,4.4
"Mutant",0.311318,1273,4.4
"Invader",0.3813635,52,4.5
"Mutant",0.312111,2047,4.5
"Invader",0.399413,64,4.6
"Mutant",0.3157165,2674,4.6
"Invader",0.426792,105,4.7
"Mutant",0.321836,5217,4.7
"Invader",0.40809,57,4.8
"Mutant",0.3159935,3352,4.8
"Invader",0.4295585,68,4.9
"Mutant",0.3150045,3194,4.9
"Invader",0.377349,44,5
"Mutant",0.311061,1679,5
"Invader",0.3193275,2972,0.1
"Mutant",0.312893,1907,0.1
"Invader",0.313541,951,0.2
"Mutant",0.305468,423,0.2
"Invader",0.325861,835,0.3
"Mutant",0.3061905,698,0.3
"Invader",0.3221935,392,0.4
"Mutant",0.305843,459,0.4
"Invader",0.330001,279,0.5
"Mutant",0.307942,536,0.5
"Invader",0.323424,297,0.6
"Mutant",0.303086,419,0.6
"Invader",0.326545,217,0.7
"Mutant",0.306104,487,0.7
"Invader",0.336498,356,0.8
"Mutant",0.305335,814,0.8
"Invader",0.329982,301,0.9
"Mutant",0.305652,667,0.9
"Invader",0.331477,295,1
"Mutant",0.304628,827,1
"Invader",0.334474,221,1.1
"Mutant",0.305183,560,1.1
"Invader",0.328384,137,1.2
"Mutant",0.304235,486,1.2
"Invader",0.3248045,90,1.3
"Mutant",0.305546,369,1.3
"Invader",0.3510525,264,1.4
"Mutant",0.3093645,1434,1.4
"Invader",0.358991,307,1.5
"Mutant",0.309548,1503,1.5
"Invader",0.335252,145,1.6
"Mutant",0.307955,795,1.6
"Invader",0.377326,351,1.7
"Mutant",0.3129695,2494,1.7
"Invader",0.382597,329,1.8
"Mutant",0.316495,3520,1.8
"Invader",0.377491,391,1.9
"Mutant",0.314538,3197,1.9
"Invader",0.337938,117,2
"Mutant",0.315769,1634,2
"Invader",0.359674,95,2.1
"Mutant",0.306037,697,2.1
"Invader",0.367608,167,2.2
"Mutant",0.314334,2137,2.2
"Invader",0.38238,129,2.3
"Mutant",0.3156795,1758,2.3
"Invader",0.376112,112,2.4
"Mutant",0.314243,1854,2.4
"Invader",0.403603,205,2.5
"Mutant",0.315742,2973,2.5
"Invader",0.3709,141,2.6
"Mutant",0.311924,2156,2.6
"Invader",0.3945415,214,2.7
"Mutant",0.3152175,3388,2.7
"Invader",0.381008,135,2.8
"Mutant",0.316539,2312,2.8
"Invader",0.390067,161,2.9
"Mutant",0.3178065,3482,2.9
"Invader",0.3840915,126,3
"Mutant",0.3141905,2048,3
"Invader",0.415959,229,3.1
"Mutant",0.318276,4424,3.1
"Invader",0.40552,182,3.2
"Mutant",0.3192535,4260,3.2
"Invader",0.3604935,60,3.3
"Mutant",0.307493,1092,3.3
"Invader",0.429068,120,3.4
"Mutant",0.317649,3356,3.4
"Invader",0.418496,191,3.5
"Mutant",0.319177,4749,3.5
"Invader",0.382537,100,3.6
"Mutant",0.3148715,2610,3.6
"Invader",0.375699,50,3.7
"Mutant",0.306497,1161,3.7
"Invader",0.361998,49,3.8
"Mutant",0.310546,1476,3.8
"Invader",0.3913395,86,3.9
"Mutant",0.315916,2617,3.9
"Invader",0.3869495,74,4
"Mutant",0.316061,2465,4
"Invader",0.435196,66,4.1
"Mutant",0.31668,1997,4.1
"Invader",0.437498,87,4.2
"Mutant",0.3285385,5042,4.2
"Invader",0.366752,55,4.3
"Mutant",0.311021,1943,4.3
"Invader",0.397157,88,4.4
"Mutant",0.317829,4119,4.4
"Invader",0.3600445,38,4.5
"Mutant",0.313317,1125,4.5
"Invader",0.380698,33,4.6
"Mutant",0.3191285,2250,4.6
"Invader",0.452186,101,4.7
"Mutant",0.322951,5959,4.7
"Invader",0.4075975,56,4.8
"Mutant",0.320725,3347,4.8
"Invader",0.3865705,66,4.9
"Mutant",0.315393,3160,4.9
"Invader",0.3651055,50,5
"Mutant",0.3161945,1406,5
"Invader",0.313791,1429,0.1
"Mutant",0.306433,543,0.1
"Invader",0.31555,939,0.2
"Mutant",0.3112665,688,0.2
"Invader",0.3173485,632,0.3
"Mutant",0.3072795,500,0.3
"Invader",0.313471,235,0.4
"Mutant",0.303875,279,0.4
"Invader",0.318603,284,0.5
"Mutant",0.3024455,312,0.5
"Invader",0.322671,305,0.6
"Mutant",0.303297,355,0.6
"Invader",0.3221635,190,0.7
"Mutant",0.3052185,348,0.7
"Invader",0.3365795,318,0.8
"Mutant",0.308444,885,0.8
"Invader",0.338264,455,0.9
"Mutant",0.305734,1096,0.9
"Invader",0.3663505,366,1
"Mutant",0.3210465,1660,1
"Invader",0.323888,155,1.1
"Mutant",0.3060105,520,1.1
"Invader",0.337439,224,1.2
"Mutant",0.3056615,742,1.2
"Invader",0.361293,333,1.3
"Mutant",0.314097,1859,1.3
"Invader",0.355162,348,1.4
"Mutant",0.312087,1727,1.4
"Invader",0.343357,201,1.5
"Mutant",0.3095,1031,1.5
"Invader",0.344293,107,1.6
"Mutant",0.3065275,686,1.6
"Invader",0.360517,263,1.7
"Mutant",0.310054,1659,1.7
"Invader",0.344266,117,1.8
"Mutant",0.311678,807,1.8
"Invader",0.360333,153,1.9
"Mutant",0.312801,1215,1.9
"Invader",0.368864,159,2
"Mutant",0.312282,1657,2
"Invader",0.366658,177,2.1
"Mutant",0.310883,1703,2.1
"Invader",0.372738,124,2.2
"Mutant",0.314691,1453,2.2
"Invader",0.371757,120,2.3
"Mutant",0.307738,1181,2.3
"Invader",0.3832325,254,2.4
"Mutant",0.3119655,2842,2.4
"Invader",0.374402,167,2.5
"Mutant",0.3142685,1856,2.5
"Invader",0.375572,129,2.6
"Mutant",0.316773,2048,2.6
"Invader",0.371504,107,2.7
"Mutant",0.311645,1458,2.7
"Invader",0.402813,175,2.8
"Mutant",0.317928,3644,2.8
"Invader",0.38406,195,2.9
"Mutant",0.316741,3849,2.9
"Invader",0.3475505,92,3
"Mutant",0.308021,1283,3
"Invader",0.405459,113,3.1
"Mutant",0.3219555,3100,3.1
"Invader",0.4074455,178,3.2
"Mutant",0.3167115,3922,3.2
"Invader",0.4081915,158,3.3
"Mutant",0.3159635,2956,3.3
"Invader",0.403849,114,3.4
"Mutant",0.312659,2297,3.4
"Invader",0.3794495,96,3.5
"Mutant",0.315271,2370,3.5
"Invader",0.367467,86,3.6
"Mutant",0.3221805,2676,3.6
"Invader",0.3828555,64,3.7
"Mutant",0.3111435,1648,3.7
"Invader",0.40818,117,3.8
"Mutant",0.316536,3756,3.8
"Invader",0.421307,93,3.9
"Mutant",0.315715,2719,3.9
"Invader",0.435382,153,4
"Mutant",0.324119,6455,4
"Invader",0.3917635,50,4.1
"Mutant",0.311755,1851,4.1
"Invader",0.3604195,46,4.2
"Mutant",0.311087,1319,4.2
"Invader",0.4018345,88,4.3
"Mutant",0.3196185,4194,4.3
"Invader",0.3944255,58,4.4
"Mutant",0.313559,2127,4.4
"Invader",0.373145,59,4.5
"Mutant",0.309492,1557,4.5
"Invader",0.383274,49,4.6
"Mutant",0.309615,1662,4.6
"Invader",0.4254475,50,4.7
"Mutant",0.314096,2052,4.7
"Invader",0.408311,95,4.8
"Mutant",0.320479,5127,4.8
"Invader",0.390295,81,4.9
"Mutant",0.315636,4653,4.9
"Invader",0.385024,82,5
"Mutant",0.3181365,3964,5
"Invader",0.317641,1881,0.1
"Mutant",0.314754,1337,0.1
"Invader",0.324491,713,0.2
"Mutant",0.3118885,664,0.2
"Invader",0.32017,287,0.3
"Mutant",0.312384,436,0.3
"Invader",0.314375,316,0.4
"Mutant",0.306258,322,0.4
"Invader",0.319199,383,0.5
"Mutant",0.30371,409,0.5
"Invader",0.321801,337,0.6
"Mutant",0.304819,475,0.6
"Invader",0.3186465,200,0.7
"Mutant",0.302804,288,0.7
"Invader",0.327217,175,0.8
"Mutant",0.3060625,408,0.8
"Invader",0.339235,421,0.9
"Mutant",0.305536,998,0.9
"Invader",0.346014,359,1
"Mutant",0.309169,1367,1
"Invader",0.3450585,252,1.1
"Mutant",0.308929,955,1.1
"Invader",0.337081,198,1.2
"Mutant",0.307952,798,1.2
"Invader",0.351584,305,1.3
"Mutant",0.306559,1239,1.3
"Invader",0.350542,322,1.4
"Mutant",0.30871,1584,1.4
"Invader",0.366425,323,1.5
"Mutant",0.311524,1865,1.5
"Invader",0.337371,118,1.6
"Mutant",0.308342,789,1.6
"Invader",0.358459,99,1.7
"Mutant",0.318136,897,1.7
"Invader",0.3479345,106,1.8
"Mutant",0.309331,799,1.8
"Invader",0.357866,199,1.9
"Mutant",0.307758,1273,1.9
"Invader",0.376365,128,2
"Mutant",0.307471,939,2
"Invader",0.35359,105,2.1
"Mutant",0.31154,1064,2.1
"Invader",0.337249,49,2.2
"Mutant",0.309863,511,2.2
"Invader",0.348945,73,2.3
"Mutant",0.308628,590,2.3
"Invader",0.3788855,120,2.4
"Mutant",0.307661,1335,2.4
"Invader",0.390539,93,2.5
"Mutant",0.315822,1454,2.5
"Invader",0.398952,179,2.6
"Mutant",0.31501,2867,2.6
"Invader",0.360481,93,2.7
"Mutant",0.309249,1266,2.7
"Invader",0.424407,179,2.8
"Mutant",0.320168,3817,2.8
"Invader",0.3562575,40,2.9
"Mutant",0.308562,547,2.9
"Invader",0.391351,101,3
"Mutant",0.315364,2363,3
"Invader",0.3651835,112,3.1
"Mutant",0.31225,2185,3.1
"Invader",0.363418,65,3.2
"Mutant",0.3115265,1202,3.2
"Invader",0.3653415,70,3.3
"Mutant",0.311431,1661,3.3
"Invader",0.3787,61,3.4
"Mutant",0.311619,1459,3.4
"Invader",0.369364,79,3.5
"Mutant",0.309808,1467,3.5
"Invader",0.3785935,56,3.6
"Mutant",0.309283,1201,3.6
"Invader",0.409099,114,3.7
"Mutant",0.312474,2331,3.7
"Invader",0.412845,124,3.8
"Mutant",0.320516,4322,3.8
"Invader",0.445098,110,3.9
"Mutant",0.31842,3847,3.9
"Invader",0.4373255,102,4
"Mutant",0.31944,3690,4
"Invader",0.43057,127,4.1
"Mutant",0.3240365,6902,4.1
"Invader",0.4083815,86,4.2
"Mutant",0.3132405,2864,4.2
"Invader",0.414748,126,4.3
"Mutant",0.315345,4343,4.3
"Invader",0.405559,78,4.4
"Mutant",0.314069,2961,4.4
"Invader",0.412416,63,4.5
"Mutant",0.319743,3914,4.5
"Invader",0.377075,41,4.6
"Mutant",0.3121915,1800,4.6
"Invader",0.382457,37,4.7
"Mutant",0.3087375,1392,4.7
"Invader",0.441775,77,4.8
"Mutant",0.3212085,3770,4.8
"Invader",0.369979,41,4.9
"Mutant",0.311412,1351,4.9
"Invader",0.349175,35,5
"Mutant",0.316198,2199,5
"Invader",0.309459,1315,0.1
"Mutant",0.312419,653,0.1
"Invader",0.316497,876,0.2
"Mutant",0.3084925,694,0.2
"Invader",0.3210575,446,0.3
"Mutant",0.307279,491,0.3
"Invader",0.316814,251,0.4
"Mutant",0.304675,277,0.4
"Invader",0.320595,367,0.5
"Mutant",0.303455,356,0.5
"Invader",0.322564,282,0.6
"Mutant",0.3044305,432,0.6
"Invader",0.322928,288,0.7
"Mutant",0.303922,395,0.7
"Invader",0.3440225,434,0.8
"Mutant",0.30818,1105,0.8
"Invader",0.32255,141,0.9
"Mutant",0.3029425,294,0.9
"Invader",0.328381,166,1
"Mutant",0.30797,495,1
"Invader",0.336239,178,1.1
"Mutant",0.3042205,538,1.1
"Invader",0.338886,264,1.2
"Mutant",0.305962,799,1.2
"Invader",0.3318685,170,1.3
"Mutant",0.305061,739,1.3
"Invader",0.3300475,94,1.4
"Mutant",0.3058685,526,1.4
"Invader",0.345267,175,1.5
"Mutant",0.313871,1497,1.5
"Invader",0.3615185,338,1.6
"Mutant",0.312288,1797,1.6
"Invader",0.3366905,136,1.7
"Mutant",0.305545,671,1.7
"Invader",0.359517,268,1.8
"Mutant",0.3095805,1546,1.8
"Invader",0.3365655,104,1.9
"Mutant",0.307737,711,1.9
"Invader",0.350875,119,2
"Mutant",0.306397,963,2
"Invader",0.375295,201,2.1
"Mutant",0.312116,2043,2.1
"Invader",0.361135,157,2.2
"Mutant",0.311833,1451,2.2
"Invader",0.3611555,82,2.3
"Mutant",0.307916,953,2.3
"Invader",0.376513,220,2.4
"Mutant",0.311774,2350,2.4
"Invader",0.362049,125,2.5
"Mutant",0.307699,1455,2.5
"Invader",0.401925,201,2.6
"Mutant",0.316423,3863,2.6
"Invader",0.403721,196,2.7
"Mutant",0.320345,4035,2.7
"Invader",0.373248,94,2.8
"Mutant",0.308531,1111,2.8
"Invader",0.422399,193,2.9
"Mutant",0.317732,3532,2.9
"Invader",0.352517,67,3
"Mutant",0.307407,735,3
"Invader",0.387691,126,3.1
"Mutant",0.318509,3176,3.1
"Invader",0.404602,137,3.2
"Mutant",0.3168495,2154,3.2
"Invader",0.3790565,82,3.3
"Mutant",0.315172,1517,3.3
"Invader",0.384513,80,3.4
"Mutant",0.313524,1572,3.4
"Invader",0.376079,50,3.5
"Mutant",0.313999,1763,3.5
"Invader",0.391578,79,3.6
"Mutant",0.3125285,1800,3.6
"Invader",0.355162,23,3.7
"Mutant",0.304621,511,3.7
"Invader",0.384593,63,3.8
"Mutant",0.316651,2531,3.8
"Invader",0.425274,61,3.9
"Mutant",0.320106,2268,3.9
"Invader",0.404025,68,4
"Mutant",0.312963,2062,4
"Invader",0.40672,107,4.1
"Mutant",0.324475,4103,4.1
"Invader",0.393721,75,4.2
"Mutant",0.317324,2804,4.2
"Invader",0.434672,74,4.3
"Mutant",0.317648,2545,4.3
"Invader",0.4621425,110,4.4
"Mutant",0.3229865,6010,4.4
"Invader",0.3963545,66,4.5
"Mutant",0.315691,2778,4.5
"Invader",0.4448775,34,4.6
"Mutant",0.3165245,1442,4.6
"Invader",0.432147,86,4.7
"Mutant",0.316683,3463,4.7
"Invader",0.422402,103,4.8
"Mutant",0.3188155,4794,4.8
"Invader",0.4115895,62,4.9
"Mutant",0.319015,4155,4.9
"Invader",0.403272,49,5
"Mutant",0.3137215,2170,5
"Invader",0.335616,3328,0.1
"Mutant",0.3224755,3740,0.1
"Invader",0.3121985,834,0.2
"Mutant",0.305468,513,0.2
"Invader",0.315708,603,0.3
"Mutant",0.304535,437,0.3
"Invader",0.313675,272,0.4
"Mutant",0.3022515,270,0.4
"Invader",0.3223015,364,0.5
"Mutant",0.3065895,576,0.5
"Invader",0.322316,221,0.6
"Mutant",0.3043675,406,0.6
"Invader",0.325665,268,0.7
"Mutant",0.303274,351,0.7
"Invader",0.3215495,190,0.8
"Mutant",0.304318,381,0.8
"Invader",0.336298,281,0.9
"Mutant",0.309316,957,0.9
"Invader",0.330817,166,1
"Mutant",0.3050945,524,1
"Invader",0.358842,134,1.1
"Mutant",0.31198,484,1.1
"Invader",0.3372875,300,1.2
"Mutant",0.305443,958,1.2
"Invader",0.333076,139,1.3
"Mutant",0.304362,561,1.3
"Invader",0.338872,165,1.4
"Mutant",0.3091775,1056,1.4
"Invader",0.3461095,210,1.5
"Mutant",0.307268,1061,1.5
"Invader",0.330396,74,1.6
"Mutant",0.30592,403,1.6
"Invader",0.3521185,154,1.7
"Mutant",0.310731,973,1.7
"Invader",0.356428,105,1.8
"Mutant",0.3077065,790,1.8
"Invader",0.333681,74,1.9
"Mutant",0.3043415,478,1.9
"Invader",0.353593,154,2
"Mutant",0.307256,1028,2
"Invader",0.34962,109,2.1
"Mutant",0.3080295,932,2.1
"Invader",0.397973,327,2.2
"Mutant",0.318194,4292,2.2
"Invader",0.3580055,114,2.3
"Mutant",0.3154955,1588,2.3
"Invader",0.358214,51,2.4
"Mutant",0.309029,495,2.4
"Invader",0.40606,252,2.5
"Mutant",0.317038,3633,2.5
"Invader",0.362349,115,2.6
"Mutant",0.310951,1758,2.6
"Invader",0.370133,65,2.7
"Mutant",0.308104,645,2.7
"Invader",0.353546,101,2.8
"Mutant",0.3114605,1154,2.8
"Invader",0.386846,137,2.9
"Mutant",0.313671,2217,2.9
"Invader",0.3875685,106,3
"Mutant",0.309217,1330,3
"Invader",0.418008,233,3.1
"Mutant",0.319383,4735,3.1
"Invader",0.449036,184,3.2
"Mutant",0.322311,5202,3.2
"Invader",0.388971,161,3.3
"Mutant",0.314134,3276,3.3
"Invader",0.4096015,170,3.4
"Mutant",0.316599,3761,3.4
"Invader",0.364828,96,3.5
"Mutant",0.31235,1906,3.5
"Invader",0.393405,106,3.6
"Mutant",0.3183855,2562,3.6
"Invader",0.405866,99,3.7
"Mutant",0.313888,2636,3.7
"Invader",0.3891115,60,3.8
"Mutant",0.309081,1565,3.8
"Invader",0.423231,175,3.9
"Mutant",0.320951,5363,3.9
"Invader",0.412238,149,4
"Mutant",0.319722,4869,4
"Invader",0.396575,64,4.1
"Mutant",0.317603,2203,4.1
"Invader",0.413982,91,4.2
"Mutant",0.3197805,4212,4.2
"Invader",0.356149,35,4.3
"Mutant",0.3088525,1120,4.3
"Invader",0.4055545,82,4.4
"Mutant",0.318934,4301,4.4
"Invader",0.392805,79,4.5
"Mutant",0.31651,3037,4.5
"Invader",0.395771,80,4.6
"Mutant",0.314497,3050,4.6
"Invader",0.356995,66,4.7
"Mutant",0.317834,2841,4.7
"Invader",0.460004,93,4.8
"Mutant",0.322612,4578,4.8
"Invader",0.413223,20,4.9
"Mutant",0.3075435,558,4.9
"Invader",0.4063235,58,5
"Mutant",0.319101,3801,5
"Invader",0.307346,656,0.1
"Mutant",0.3159385,418,0.1
"Invader",0.321649,1099,0.2
"Mutant",0.311377,895,0.2
"Invader",0.326274,485,0.3
"Mutant",0.308199,566,0.3
"Invader",0.3229215,444,0.4
"Mutant",0.303335,420,0.4
"Invader",0.31213,187,0.5
"Mutant",0.304828,289,0.5
"Invader",0.318259,191,0.6
"Mutant",0.3058945,420,0.6
"Invader",0.333443,255,0.7
"Mutant",0.306876,562,0.7
"Invader",0.329166,281,0.8
"Mutant",0.30663,615,0.8
"Invader",0.338971,371,0.9
"Mutant",0.309489,1169,0.9
"Invader",0.3291365,276,1
"Mutant",0.303768,569,1
"Invader",0.332483,215,1.1
"Mutant",0.30649,615,1.1
"Invader",0.338687,212,1.2
"Mutant",0.30886,835,1.2
"Invader",0.3294235,114,1.3
"Mutant",0.304723,459,1.3
"Invader",0.333742,89,1.4
"Mutant",0.305425,434,1.4
"Invader",0.345665,176,1.5
"Mutant",0.305205,727,1.5
"Invader",0.336556,122,1.6
"Mutant",0.3066545,642,1.6
"Invader",0.3478045,186,1.7
"Mutant",0.308506,1139,1.7
"Invader",0.327657,64,1.8
"Mutant",0.304352,405,1.8
"Invader",0.3491925,154,1.9
"Mutant",0.307099,1037,1.9
"Invader",0.373806,147,2
"Mutant",0.306558,1013,2
"Invader",0.3637575,172,2.1
"Mutant",0.3094535,1678,2.1
"Invader",0.3675265,100,2.2
"Mutant",0.309824,875,2.2
"Invader",0.361897,140,2.3
"Mutant",0.3063175,950,2.3
"Invader",0.3523015,90,2.4
"Mutant",0.3070975,764,2.4
"Invader",0.3554905,86,2.5
"Mutant",0.309292,1125,2.5
"Invader",0.3631385,98,2.6
"Mutant",0.310472,1105,2.6
"Invader",0.371873,121,2.7
"Mutant",0.306616,1097,2.7
"Invader",0.351757,45,2.8
"Mutant",0.305017,601,2.8
"Invader",0.389133,142,2.9
"Mutant",0.312109,2513,2.9
"Invader",0.396796,133,3
"Mutant",0.315234,2226,3
"Invader",0.374028,87,3.1
"Mutant",0.315543,2006,3.1
"Invader",0.399987,136,3.2
"Mutant",0.3132285,2656,3.2
"Invader",0.37174,107,3.3
"Mutant",0.318229,2995,3.3
"Invader",0.376921,119,3.4
"Mutant",0.316381,3571,3.4
"Invader",0.367387,80,3.5
"Mutant",0.309907,1601,3.5
"Invader",0.377141,89,3.6
"Mutant",0.312265,1947,3.6
"Invader",0.403033,97,3.7
"Mutant",0.314545,2777,3.7
"Invader",0.404066,126,3.8
"Mutant",0.3252445,4440,3.8
"Invader",0.418711,111,3.9
"Mutant",0.31612,3876,3.9
"Invader",0.342053,21,4
"Mutant",0.3068955,646,4
"Invader",0.3791385,84,4.1
"Mutant",0.312635,2461,4.1
"Invader",0.39224,79,4.2
"Mutant",0.313301,2179,4.2
"Invader",0.437115,121,4.3
"Mutant",0.322938,5937,4.3
"Invader",0.403859,71,4.4
"Mutant",0.313369,2650,4.4
"Invader",0.3940645,50,4.5
"Mutant",0.3125455,1848,4.5
"Invader",0.411799,69,4.6
"Mutant",0.3155465,3176,4.6
"Invader",0.431382,101,4.7
"Mutant",0.317709,4264,4.7
"Invader",0.418663,59,4.8
"Mutant",0.314918,2861,4.8
"Invader",0.404224,89,4.9
"Mutant",0.318789,4153,4.9
"Invader",0.39599,38,5
"Mutant",0.318249,1827,5
"Invader",0.310882,723,0.1
"Mutant",0.315928,636,0.1
"Invader",0.308913,469,0.2
"Mutant",0.304846,302,0.2
"Invader",0.3093375,244,0.3
"Mutant",0.303447,197,0.3
"Invader",0.3153265,364,0.4
"Mutant",0.304513,477,0.4
"Invader",0.320362,198,0.5
"Mutant",0.30357,227,0.5
"Invader",0.315033,163,0.6
"Mutant",0.303149,241,0.6
"Invader",0.332965,292,0.7
"Mutant",0.305153,556,0.7
"Invader",0.3327575,332,0.8
"Mutant",0.303663,525,0.8
"Invader",0.336851,243,0.9
"Mutant",0.307658,837,0.9
"Invader",0.334802,270,1
"Mutant",0.3063305,712,1
"Invader",0.364192,506,1.1
"Mutant",0.3129745,2008,1.1
"Invader",0.342878,247,1.2
"Mutant",0.307522,979,1.2
"Invader",0.364909,117,1.3
"Mutant",0.312958,718,1.3
"Invader",0.345231,245,1.4
"Mutant",0.307207,959,1.4
"Invader",0.389938,275,1.5
"Mutant",0.3143,1693,1.5
"Invader",0.351146,118,1.6
"Mutant",0.31021,833,1.6
"Invader",0.319834,67,1.7
"Mutant",0.311484,450,1.7
"Invader",0.353016,198,1.8
"Mutant",0.310785,1391,1.8
"Invader",0.3407605,148,1.9
"Mutant",0.3061845,712,1.9
"Invader",0.3993695,338,2
"Mutant",0.31594,3721,2
"Invader",0.3723645,132,2.1
"Mutant",0.308421,1295,2.1
"Invader",0.353585,207,2.2
"Mutant",0.314927,2121,2.2
"Invader",0.375001,162,2.3
"Mutant",0.312642,2335,2.3
"Invader",0.3857725,152,2.4
"Mutant",0.312929,2051,2.4
"Invader",0.371731,101,2.5
"Mutant",0.311505,1026,2.5
"Invader",0.374337,131,2.6
"Mutant",0.318807,2076,2.6
"Invader",0.3707885,134,2.7
"Mutant",0.3138855,1596,2.7
"Invader",0.3808575,198,2.8
"Mutant",0.3151385,2848,2.8
"Invader",0.375233,160,2.9
"Mutant",0.313122,2319,2.9
"Invader",0.378387,173,3
"Mutant",0.315115,3253,3
"Invader",0.377282,58,3.1
"Mutant",0.310738,1031,3.1
"Invader",0.4179345,158,3.2
"Mutant",0.31573,4108,3.2
