"typeEXT","N","lifespan","sd","se","ci","z"
"Specialists",738,316050.677506775,718428.518697935,26445.7192318348,51917.9188718955,1.4
"Generalists",523,26405.5449330784,81574.3646100414,3566.99791334784,7007.43496624962,1.5
"Specialists",1567,117423.548181238,279557.968387708,7062.15715045912,13852.2799823387,1.5
"Generalists",137,55100,87691.6061782292,7491.99952558525,14815.8843997955,1.6
"Specialists",1071,168857.609710551,340972.03464066,10418.9517227915,20443.8954476484,1.6
"Generalists",98,43681.6326530612,127767.019240313,12906.4179595453,25615.6669726968,1.7
"Specialists",494,525009.109311741,1510199.41453481,67947.0839546319,133501.583115676,1.7
"Generalists",323,42047.3684210526,100621.089642984,5598.70719291668,11014.6646626925,1.8
"Specialists",1278,135888.732394366,370283.333956881,10357.8290381521,20320.2314574096,1.8
"Generalists",133,47069.1729323308,100808.505969615,8741.2060539085,17290.9695722565,1.9
"Specialists",701,373718.116975749,1035071.77550981,39094.1214091667,76755.7838214813,1.9
"Generalists",64,102282.8125,306936.357373444,38367.0446716805,76670.4208641235,2
"Specialists",527,445802.087286528,818712.244452327,35663.6655205385,70060.70831833,2
"Generalists",220,27903.6363636364,80817.1332565835,5448.69001262621,10738.5799553726,2.1
"Specialists",773,296352.522639069,736744.350567224,26498.8524756481,52018.3501901095,2.1
"Generalists",360,21272.5,66706.3418147093,3515.73290853685,6914.01902474084,2.2
"Specialists",1063,206957.949200376,713471.349636215,21883.1534570019,42939.1295405795,2.2
"Generalists",85,45169.4117647059,94953.5964658144,10299.1635764285,20481.0162498499,2.3
"Specialists",611,384167.921440262,1169988.97571607,47332.6875578808,92954.7978376524,2.3
"Generalists",184,46887.5,122413.426556755,9024.43753557592,17805.3227850942,2.4
"Specialists",1055,207765.781990521,566710.976417401,17447.5878855949,34235.9580794168,2.4
"Generalists",696,26570.5459770115,107673.062609865,4081.33690553435,8013.22821362851,2.5
"Specialists",1774,93150.8455467869,258389.098433657,6134.75719804841,12032.1169686845,2.5
"Generalists",161,109810.559006211,244636.563753889,19280.0621641015,38076.2248447964,2.6
"Specialists",962,192434.095634096,393420.498154349,12684.3859509319,24892.2904035921,2.6
"Generalists",90,65102.2222222222,163021.120143936,17183.9348788932,34144.1125780638,2.7
"Specialists",478,504501.882845188,1325357.0261985,60620.4193696112,119116.076556076,2.7
"Generalists",315,56548.8888888889,123173.262659198,6940.02713368096,13654.8344115247,2.8
"Specialists",1324,134673.867069486,273715.627952603,7522.38577536341,14757.1057256198,2.8
"Generalists",392,21108.1632653061,57153.4841598042,2886.68687270253,5675.36980024414,2.9
"Specialists",1067,208939.268978444,903320.690555454,27654.1139567087,54262.6774567004,2.9
"Generalists",295,27118.3050847458,91404.481594837,5321.77466755914,10473.6021293769,3
"Specialists",1003,229728.713858425,714882.980969669,22572.7510333243,44295.2843764197,3
"Generalists",211,42434.5971563981,175499.410356366,12081.8776661758,23817.3049922652,3.1
"Specialists",875,261581.371428571,688588.826712078,23278.5510661692,45688.3920575213,3.1
"Generalists",386,36288.0829015544,141630.629759898,7208.80924933003,14173.5629267593,3.2
"Specialists",1274,150537.362637363,459313.456421893,12868.3971272032,25245.5979563339,3.2
"Generalists",591,32969.5431472081,66107.9306478178,2719.31690391538,5340.71910299365,3.3
"Specialists",1808,90915.2654867257,217851.994175339,5123.44792849308,10048.5040279448,3.3
"Generalists",204,67461.2745098039,139954.63241116,9798.78422164044,19320.4475418347,3.4
"Specialists",1261,140810.467882633,350890.376090872,9881.29610499887,19385.6061254691,3.4
"Generalists",177,28388.1355932203,92246.2060406313,6933.64943687711,13683.795595976,3.5
"Specialists",667,327977.061469265,730210.59887355,28273.8673031258,55516.6524125285,3.5
"Generalists",826,23559.3220338983,84612.8785470903,2944.05857466712,5778.72657928711,3.6
"Specialists",2128,77453.9003759398,273748.506546947,5934.25147922992,11637.5414274692,3.6
"Generalists",578,34083.7370242215,155017.589582423,6447.88169393674,12664.180393671,3.7
"Specialists",1783,104466.068424004,388434.599227698,9199.03424291626,18042.030119542,3.7
"Generalists",394,30173.3502538071,157951.734424085,7957.49342079985,15644.5801933088,3.8
"Specialists",1361,145621.895664952,480058.043677678,13012.6182275949,25526.9810734461,3.8
"Generalists",604,23865.8940397351,120924.613506118,4920.35274263209,9663.10965081954,3.9
"Specialists",1730,113188.843930636,334491.304039628,8041.95761971555,15772.988849657,3.9
"Generalists",156,62766.0256410256,221316.209192186,17719.4779925426,35002.8287954829,4
"Specialists",849,233961.60188457,545043.473067314,18705.8435700451,36715.1826009629,4
"Generalists",175,62966.8571428571,247947.854498502,18743.096031859,36993.0881926061,4.1
"Specialists",886,231692.550790068,706228.328717724,23726.2047194156,46566.1911912558,4.1
"Generalists",715,30104.0559440559,101133.070935019,3782.16241044031,7425.48934237504,4.2
"Specialists",2100,75119.2380952381,191160.589524904,4171.46605423931,8180.64045659959,4.2
"Generalists",298,48728.5234899329,295512.431202342,17118.5755102578,33689.0745820962,4.3
"Specialists",1065,199263.474178404,728950.878689662,22336.9288019358,43829.4336440795,4.3
"Generalists",688,27200.8720930233,73270.7149567399,2793.41981953766,5484.66489095781,4.4
"Specialists",2259,63260.6020362992,142149.73301388,2990.8038626736,5865.0116722984,4.4
"Generalists",873,21242.4971363116,93938.5002394833,3179.3365325521,6240.04627994647,4.5
"Specialists",2239,73404.1536400179,197890.741818973,4182.13867779991,8201.27659514598,4.5
"Generalists",410,34566.8292682927,95556.7549691791,4719.21175214255,9276.93712253526,4.6
"Specialists",1428,120285.294117647,382246.081001373,10115.3039627259,19842.4613577177,4.6
"Generalists",344,43025.5813953488,93565.0799354891,5044.69102222259,9922.42437039219,4.7
"Specialists",1278,145416.040688576,471212.363380499,13181.087704928,25858.9663951761,4.7
"Generalists",919,23898.3677910773,54607.4620375917,1801.33396048602,3535.21068516724,4.8
"Specialists",2491,59341.1882778001,138676.88027253,2778.54349309914,5448.49361350619,4.8
"Generalists",473,37301.0570824524,150689.740109617,6928.72163210415,13614.9565515528,4.9
"Specialists",1716,99098.5431235431,275904.962919252,6660.40856752848,13063.3803099718,4.9
"Generalists",351,26876.9230769231,106454.510514075,5682.12141094767,11175.3975330741,5
"Specialists",1117,188767.412712623,637727.713574635,19081.3326979566,37439.3291614073,5
"Generalists",190,9032.1052631579,9106.95244557716,660.687771014752,1303.26944592503,0.1
"Specialists",1590,254147.610062893,706846.331561349,17726.6408691618,34770.0621924324,0.1
"Generalists",202,12309.900990099,16769.8379142954,1179.92167820232,2326.61264022029,0.2
"Specialists",952,398689.180672269,1279306.26284405,41462.5541569559,81368.6707931054,0.2
"Generalists",73,14068.4931506849,26623.7565004991,3116.07500348886,6211.7819904408,0.3
"Specialists",424,793062.971698113,1988837.55907309,96586.490182641,189849.245966814,0.3
"Generalists",125,5900.8,19467.5391356997,1741.22963448248,3446.38119397429,0.4
"Specialists",439,837405.922551253,1585707.57569829,75681.693390226,148744.412080482,0.4
"Generalists",37,34610.8108108108,68522.019104096,11264.9505488317,22846.3786294271,0.5
"Specialists",306,1073586.60130719,2477473.4240887,141627.72898646,278691.129738214,0.5
"Generalists",74,51044.5945945946,66874.1245327756,7773.95906999528,15493.478083286,0.6
"Specialists",731,395453.351573187,890874.743497516,32950.1926617379,64688.4434377555,0.6
"Generalists",55,42180,56106.2299307041,7565.36250052235,15167.6385849319,0.7
"Specialists",499,570808.216432866,1004451.21856391,44965.4120130579,88345.2978672405,0.7
"Generalists",65,33584.6153846154,39807.3887251523,4937.49889521372,9863.78796112929,0.8
"Specialists",448,711712.276785714,1529134.34548374,72244.8071313838,141981.652663526,0.8
"Generalists",66,74683.3333333333,102955.236850156,12672.9136080161,25309.5561763458,0.9
"Specialists",514,515467.898832685,1082959.88357618,47767.3127380704,93843.6166973401,0.9
"Generalists",117,34396.5811965812,39842.5325751781,3683.44343959356,7295.52385504635,1
"Specialists",661,348312.859304085,708791.49481513,27568.7939724009,54133.1140664628,1
"Generalists",170,32483.5294117647,46338.3487767011,3553.98911527282,7015.93150251115,1.1
"Specialists",731,377965.253077975,1151818.8363172,42601.5585749696,83636.1881257601,1.1
"Generalists",156,23484.6153846154,32267.5431731603,2583.47105807205,5103.35548156885,1.2
"Specialists",757,317636.988110964,1104207.00117066,40133.0860885194,78785.5363650028,1.2
"Generalists",65,61190.7692307692,83924.4204684282,10409.5432183546,20795.4531752087,1.3
"Specialists",486,518894.238683128,1164860.37007925,52839.1394126619,103821.896505335,1.3
"Generalists",21,185480.952380952,318931.590813841,69596.5788770053,145175.919592189,1.4
"Specialists",467,530945.39614561,1046470.98844235,48424.9022257214,95158.2121201451,1.4
"Generalists",368,30908.152173913,58747.3557998142,3062.41761800019,6022.08789808419,1.5
"Specialists",1194,179385.594639866,519528.196944247,15035.1221257694,29498.2249325522,1.5
"Generalists",95,34971.5789473684,80558.6975944789,8265.14798041097,16410.6450656024,1.6
"Specialists",473,507009.302325581,1286595.09700686,59157.7055870286,116245.04981193,1.6
"Generalists",339,31732.1533923304,98927.3844547268,5372.99798623071,10568.7263191162,1.7
"Specialists",1155,174494.718614719,533170.760084257,15688.2799999965,30780.7473638055,1.7
"Generalists",120,46513.3333333333,105273.31449659,9610.09484218637,19028.9476097525,1.8
"Specialists",632,349004.430379747,739990.703766077,29435.2497301714,57802.9013768092,1.8
"Generalists",149,18340.2684563758,62246.3761231767,5099.42182567406,10077.0821741393,1.9
"Specialists",719,345000.139082058,797045.953046241,29724.7982634775,58357.9076947012,1.9
"Generalists",209,45677.5119617225,86249.9672326086,5966.03498427704,11761.648141948,2
"Specialists",1114,188943.985637343,591380.593254379,17718.398831765,34765.2293395894,2
"Generalists",322,39042.8571428571,92548.5762586991,5157.53051538416,10146.8311893183,2.1
"Specialists",1283,143702.727981294,313970.290137899,8765.47037193173,17196.2413264026,2.1
"Generalists",139,13269.0647482014,21071.3963993945,1787.25251588648,3533.94073016015,2.2
"Specialists",545,524953.394495413,1706722.34517582,73107.9528991575,143608.461724627,2.2
"Generalists",328,34971.3414634146,166001.073193997,9165.87592143772,18031.5245473892,2.3
"Specialists",933,226783.922829582,667672.727871839,21858.623780894,42897.8244244429,2.3
"Generalists",205,56468.2926829268,101513.598140175,7090.01723736764,13979.1096927544,2.4
"Specialists",1351,130358.993338268,238823.853558055,6497.55593908844,12746.4034495077,2.4
"Generalists",82,122053.658536585,192557.633633155,21264.4333394705,42309.5521916055,2.5
"Specialists",634,362481.388012618,860830.510828599,34187.9470425832,67135.5110113877,2.5
"Generalists",161,35627.950310559,78688.2394414662,6201.50203524535,12247.3560437542,2.6
"Specialists",668,325866.167664671,774875.028929088,29980.8149847945,58868.1386843523,2.6
"Generalists",449,31955.6792873051,116062.949630041,5477.34924364013,10764.4883562795,2.7
"Specialists",1251,141137.490007994,392190.171699107,11088.378732149,21753.8867199924,2.7
"Generalists",488,36921.9262295082,131386.844807534,5947.60300741137,11686.1305268843,2.8
"Specialists",1487,114622.663080027,328196.826209036,8510.96672706707,16694.7861705395,2.8
"Generalists",129,72082.9457364341,269468.763009982,23725.4016618583,46944.7606690129,2.9
"Specialists",677,340001.1816839,854990.396550668,32859.950305989,64519.8370309118,2.9
"Generalists",673,21401.1887072808,81501.194293114,3141.64016542006,6168.61174882124,3
"Specialists",1886,92949.3637327678,275716.782603352,6348.81040322764,12451.4347542063,3
"Generalists",556,35418.5251798561,115519.954823856,4899.13734193624,9623.11839998953,3.1
"Specialists",1483,113774.780849629,302682.536997052,7859.89582472763,15417.7043603069,3.1
"Generalists",518,27492.471042471,110915.102499829,4873.32982231262,9573.96391938059,3.2
"Specialists",1371,137564.040846098,455508.893883232,12302.0682945154,24132.9313797484,3.2
"Generalists",308,33846.4285714286,115129.018776337,6560.0846734919,12908.4182641326,3.3
"Specialists",1136,177945.158450704,579900.124146692,17205.3707730408,33757.9058454815,3.3
"Generalists",632,18252.8481012658,45350.0897643847,1803.92971250397,3542.43202345529,3.4
"Specialists",1768,108071.889140271,465960.348457251,11081.736798022,21734.692727172,3.4
"Generalists",553,22735.4430379747,72973.064632131,3103.13035725447,6095.38852202182,3.5
"Specialists",1544,118023.510362694,393963.679611783,10026.1116620751,19666.2442092146,3.5
"Generalists",245,46650.2040816327,106900.002539715,6829.59064210577,13452.4768410611,3.6
"Specialists",1291,144193.415956623,358992.126615781,9991.29547461846,19600.9699394987,3.6
"Generalists",519,17444.5086705202,68835.4554452195,3021.54113669713,5935.98131889185,3.7
"Specialists",1580,114708.417721519,272481.852395284,6855.02494639328,13445.9086825365,3.7
"Generalists",675,23366.0740740741,78319.4350507654,3014.51646062259,5918.97261274702,3.8
"Specialists",1759,91979.2495736214,237907.590725966,5672.51142426893,11125.5778475323,3.8
"Generalists",369,38415.1761517615,121686.476096199,6334.74491430376,12456.840468354,3.9
"Specialists",1551,117944.036105738,327486.71309401,8315.48884751379,16310.7952653187,3.9
"Generalists",486,26842.3868312757,101383.800398078,4598.8625770272,9036.15463502346,4
"Specialists",1407,136839.943141436,409555.648078289,10918.5727174755,21418.4472324545,4
"Generalists",134,32748.5074626866,110739.245805926,9566.41379244327,18921.9959184526,4.1
"Specialists",942,244830.042462845,791729.993879945,25795.9571382923,50624.2611307892,4.1
"Generalists",687,33106.9868995633,138395.88389824,5280.13230944111,10367.1602088058,4.2
"Specialists",1956,79590.7464212679,226079.590315655,5111.83623684465,10025.2215920165,4.2
"Generalists",614,33061.4006514658,94171.4298378691,3800.44961288949,7463.48045433795,4.3
"Specialists",2055,75046.2287104623,160294.883580785,3536.01213943165,6934.54273284107,4.3
"Generalists",615,34406.0162601626,177666.983654841,7164.22424794284,14069.355159384,4.4
"Specialists",1987,76322.9491696024,214920.924348512,4821.47330103164,9455.6767101533,4.4
"Generalists",249,45332.9317269076,108724.975429274,6890.16535672086,13570.7019360554,4.5
"Specialists",1087,192988.684452622,654318.514394052,19846.0662641916,38940.9746289194,4.5
"Generalists",1318,17282.0940819423,52110.98777989,1435.39556586246,2815.91148354463,4.6
"Specialists",3210,39962.1183800623,90657.8218626417,1600.12077667973,3137.36243015831,4.6
"Generalists",547,25318.0987202925,196558.316761092,8404.22674714726,16508.5762887729,4.7
"Specialists",1297,138352.968388589,403258.689040076,11197.3111338325,21966.8415631414,4.7
"Generalists",531,35242.9378531073,228317.257924296,9908.12505576401,19464.0165951022,4.8
"Specialists",1459,121612.679917752,332716.891228555,8710.58260315327,17086.6125058436,4.8
"Generalists",82,64967.0731707317,140201.255744432,15482.6386294674,30805.5943320769,4.9
"Specialists",686,306307.725947522,840973.727554299,32108.526120269,63042.9454623762,4.9
"Generalists",429,19304.662004662,72586.1075936581,3504.49029829039,6888.15318300291,5
"Specialists",998,225688.176352705,871467.18382158,27585.8116880924,54132.9137356005,5
"Generalists",527,4130.3605313093,8348.60866251426,363.671105347828,714.426149519195,0.1
"Specialists",1645,273732.158054711,1034594.22308502,25508.6278560971,50032.82717435,0.1
"Generalists",71,6442.25352112676,11301.2725196493,1341.214294057,2674.96756290528,0.2
"Specialists",848,445179.127358491,840239.210444305,28853.9329496077,56633.5969133158,0.2
"Generalists",123,11970.7317073171,14880.7705804092,1341.75389728075,2656.13585201592,0.3
